shapeID,date,t,cohort,first_treat_t,rel_time,treat_now,log_avg_rad
UNIT-19,2022-12-01,12,2023-07,19,-7,0,2.1732
UNIT-19,2023-01-01,13,2023-07,19,-6,0,2.1134
UNIT-19,2023-02-01,14,2023-07,19,-5,0,2.2362
UNIT-19,2023-03-01,15,2023-07,19,-4,0,2.1392
UNIT-19,2023-04-01,16,2023-07,19,-3,0,2.1043
UNIT-19,2023-05-01,17,2023-07,19,-2,0,2.1748
UNIT-19,2023-06-01,18,2023-07,19,-1,0,2.1261
UNIT-19,2023-07-01,19,2023-07,19,0,1,2.1535
UNIT-19,2023-08-01,20,2023-07,19,1,1,2.2299
UNIT-19,2023-09-01,21,2023-07,19,2,1,2.2488
UNIT-19,2023-10-01,22,2023-07,19,3,1,2.1688
UNIT-19,2023-11-01,23,2023-07,19,4,1,2.2036
UNIT-19,2023-12-01,24,2023-07,19,5,1,2.1674
UNIT-19,2024-01-01,25,2023-07,19,6,1,2.2257
UNIT-19,2024-02-01,26,2023-07,19,7,1,2.2722
UNIT-19,2024-03-01,27,2023-07,19,8,1,2.2306
UNIT-19,2024-04-01,28,2023-07,19,9,1,2.1764
UNIT-19,2024-05-01,29,2023-07,19,10,1,2.231
UNIT-19,2024-06-01,30,2023-07,19,11,1,2.2999
UNIT-19,2024-07-01,31,2023-07,19,12,1,2.2671
UNIT-19,2024-08-01,32,2023-07,19,13,1,2.242
UNIT-19,2024-09-01,33,2023-07,19,14,1,2.2397
UNIT-19,2024-10-01,34,2023-07,19,15,1,2.288
UNIT-19,2024-11-01,35,2023-07,19,16,1,2.2453
UNIT-19,2024-12-01,36,2023-07,19,17,1,2.3099
UNIT-19,2025-01-01,37,2023-07,19,18,1,2.1963
UNIT-19,2025-02-01,38,2023-07,19,19,1,2.2419
UNIT-19,2025-03-01,39,2023-07,19,20,1,2.2701
UNIT-19,2025-04-01,40,2023-07,19,21,1,2.2878
UNIT-19,2025-05-01,41,2023-07,19,22,1,2.2812
UNIT-19,2025-06-01,42,2023-07,19,23,1,2.3108
UNIT-19,2025-07-01,43,2023-07,19,24,1,2.2798
UNIT-19,2025-08-01,44,2023-07,19,25,1,2.2053
UNIT-19,2025-09-01,45,2023-07,19,26,1,2.2843
UNIT-19,2025-10-01,46,2023-07,19,27,1,2.3487
UNIT-19,2025-11-01,47,2023-07,19,28,1,2.3199
UNIT-19,2025-12-01,48,2023-07,19,29,1,2.3016
UNIT-20,2022-01-01,1,2023-01,13,-12,0,2.7076
UNIT-20,2022-02-01,2,2023-01,13,-11,0,2.7618
UNIT-20,2022-03-01,3,2023-01,13,-10,0,2.7722
UNIT-20,2022-04-01,4,2023-01,13,-9,0,2.7489
UNIT-20,2022-05-01,5,2023-01,13,-8,0,2.7518
UNIT-20,2022-06-01,6,2023-01,13,-7,0,2.7577
UNIT-20,2022-07-01,7,2023-01,13,-6,0,2.7102
UNIT-20,2022-08-01,8,2023-01,13,-5,0,2.8096
UNIT-20,2022-09-01,9,2023-01,13,-4,0,2.8077
UNIT-20,2022-10-01,10,2023-01,13,-3,0,2.8436
UNIT-20,2022-11-01,11,2023-01,13,-2,0,2.7836
UNIT-20,2022-12-01,12,2023-01,13,-1,0,2.8149
UNIT-20,2023-01-01,13,2023-01,13,0,1,2.8833
UNIT-20,2023-02-01,14,2023-01,13,1,1,2.8055
UNIT-20,2023-03-01,15,2023-01,13,2,1,2.792
UNIT-20,2023-04-01,16,2023-01,13,3,1,2.8466
UNIT-20,2023-05-01,17,2023-01,13,4,1,2.8329
UNIT-20,2023-06-01,18,2023-01,13,5,1,2.8796
UNIT-20,2023-07-01,19,2023-01,13,6,1,2.8221
UNIT-20,2023-08-01,20,2023-01,13,7,1,2.8648
UNIT-20,2023-09-01,21,2023-01,13,8,1,2.8625
UNIT-20,2023-10-01,22,2023-01,13,9,1,2.8686
UNIT-20,2023-11-01,23,2023-01,13,10,1,2.8597
UNIT-20,2023-12-01,24,2023-01,13,11,1,2.8585
UNIT-20,2024-01-01,25,2023-01,13,12,1,2.8683
UNIT-20,2024-02-01,26,2023-01,13,13,1,2.8957
UNIT-20,2024-03-01,27,2023-01,13,14,1,2.9249
UNIT-20,2024-04-01,28,2023-01,13,15,1,2.8765
UNIT-20,2024-05-01,29,2023-01,13,16,1,2.8472
UNIT-20,2024-06-01,30,2023-01,13,17,1,2.8897
UNIT-20,2024-07-01,31,2023-01,13,18,1,2.9104
UNIT-20,2024-08-01,32,2023-01,13,19,1,2.8808
UNIT-20,2024-09-01,33,2023-01,13,20,1,2.9228
UNIT-20,2024-10-01,34,2023-01,13,21,1,2.8971
UNIT-20,2024-11-01,35,2023-01,13,22,1,2.8915
UNIT-20,2024-12-01,36,2023-01,13,23,1,2.9392
UNIT-20,2025-01-01,37,2023-01,13,24,1,2.9738
UNIT-20,2025-02-01,38,2023-01,13,25,1,2.9402
UNIT-20,2025-03-01,39,2023-01,13,26,1,2.9378
UNIT-20,2025-04-01,40,2023-01,13,27,1,3.0017
UNIT-20,2025-05-01,41,2023-01,13,28,1,2.9323
UNIT-20,2025-06-01,42,2023-01,13,29,1,2.9845
UNIT-20,2025-07-01,43,2023-01,13,30,1,2.9175
UNIT-20,2025-08-01,44,2023-01,13,31,1,2.9357
UNIT-20,2025-09-01,45,2023-01,13,32,1,3.0171
UNIT-20,2025-10-01,46,2023-01,13,33,1,2.9123
UNIT-20,2025-11-01,47,2023-01,13,34,1,2.9605
UNIT-20,2025-12-01,48,2023-01,13,35,1,2.9617
UNIT-21,2022-01-01,1,2023-07,19,-18,0,2.5375
UNIT-21,2022-02-01,2,2023-07,19,-17,0,2.5233
UNIT-21,2022-03-01,3,2023-07,19,-16,0,2.5588
UNIT-21,2022-04-01,4,2023-07,19,-15,0,2.5464
UNIT-21,2022-05-01,5,2023-07,19,-14,0,2.5831
UNIT-21,2022-06-01,6,2023-07,19,-13,0,2.5113
UNIT-21,2022-07-01,7,2023-07,19,-12,0,2.4867
UNIT-21,2022-08-01,8,2023-07,19,-11,0,2.5504
UNIT-21,2022-09-01,9,2023-07,19,-10,0,2.6011
UNIT-21,2022-10-01,10,2023-07,19,-9,0,2.5121
UNIT-21,2022-11-01,11,2023-07,19,-8,0,2.5675
UNIT-21,2022-12-01,12,2023-07,19,-7,0,2.5965
UNIT-21,2023-01-01,13,2023-07,19,-6,0,2.5523
UNIT-21,2023-02-01,14,2023-07,19,-5,0,2.5719
UNIT-21,2023-03-01,15,2023-07,19,-4,0,2.5451
UNIT-21,2023-04-01,16,2023-07,19,-3,0,2.5888
UNIT-21,2023-05-01,17,2023-07,19,-2,0,2.5552
UNIT-21,2023-06-01,18,2023-07,19,-1,0,2.5729
UNIT-21,2023-07-01,19,2023-07,19,0,1,2.6136
UNIT-21,2023-08-01,20,2023-07,19,1,1,2.6112
UNIT-21,2023-09-01,21,2023-07,19,2,1,2.6212
UNIT-21,2023-10-01,22,2023-07,19,3,1,2.6684
UNIT-21,2023-11-01,23,2023-07,19,4,1,2.6261
UNIT-21,2023-12-01,24,2023-07,19,5,1,2.7157
UNIT-21,2024-01-01,25,2023-07,19,6,1,2.6856
UNIT-21,2024-02-01,26,2023-07,19,7,1,2.7021
UNIT-21,2024-03-01,27,2023-07,19,8,1,2.7525
UNIT-21,2024-04-01,28,2023-07,19,9,1,2.661
UNIT-21,2024-05-01,29,2023-07,19,10,1,2.723
UNIT-21,2024-06-01,30,2023-07,19,11,1,2.698
UNIT-21,2024-07-01,31,2023-07,19,12,1,2.7515
UNIT-21,2024-08-01,32,2023-07,19,13,1,2.7558
UNIT-21,2024-09-01,33,2023-07,19,14,1,2.7399
UNIT-21,2024-10-01,34,2023-07,19,15,1,2.6512
UNIT-21,2024-11-01,35,2023-07,19,16,1,2.7327
UNIT-21,2024-12-01,36,2023-07,19,17,1,2.7072
UNIT-21,2025-01-01,37,2023-07,19,18,1,2.6934
UNIT-21,2025-02-01,38,2023-07,19,19,1,2.748
UNIT-21,2025-03-01,39,2023-07,19,20,1,2.727
UNIT-21,2025-04-01,40,2023-07,19,21,1,2.7285
UNIT-21,2025-05-01,41,2023-07,19,22,1,2.7248
UNIT-21,2025-06-01,42,2023-07,19,23,1,2.7337
UNIT-21,2025-07-01,43,2023-07,19,24,1,2.7536
UNIT-21,2025-08-01,44,2023-07,19,25,1,2.7318
UNIT-21,2025-09-01,45,2023-07,19,26,1,2.7341
UNIT-21,2025-10-01,46,2023-07,19,27,1,2.7176
UNIT-21,2025-11-01,47,2023-07,19,28,1,2.6713
UNIT-21,2025-12-01,48,2023-07,19,29,1,2.7937
UNIT-22,2022-01-01,1,2023-01,13,-12,0,2.6198
UNIT-22,2022-02-01,2,2023-01,13,-11,0,2.5993
UNIT-22,2022-03-01,3,2023-01,13,-10,0,2.6029
UNIT-22,2022-04-01,4,2023-01,13,-9,0,2.6295
UNIT-22,2022-05-01,5,2023-01,13,-8,0,2.6234
UNIT-22,2022-06-01,6,2023-01,13,-7,0,2.6117
UNIT-22,2022-07-01,7,2023-01,13,-6,0,2.668
UNIT-22,2022-08-01,8,2023-01,13,-5,0,2.6306
UNIT-22,2022-09-01,9,2023-01,13,-4,0,2.6648
UNIT-22,2022-10-01,10,2023-01,13,-3,0,2.673
UNIT-22,2022-11-01,11,2023-01,13,-2,0,2.6349
UNIT-22,2022-12-01,12,2023-01,13,-1,0,2.6351
UNIT-22,2023-01-01,13,2023-01,13,0,1,2.6282
UNIT-22,2023-02-01,14,2023-01,13,1,1,2.6819
UNIT-22,2023-03-01,15,2023-01,13,2,1,2.7102
UNIT-22,2023-04-01,16,2023-01,13,3,1,2.6752
UNIT-22,2023-05-01,17,2023-01,13,4,1,2.754
UNIT-22,2023-06-01,18,2023-01,13,5,1,2.7364
UNIT-22,2023-07-01,19,2023-01,13,6,1,2.7266
UNIT-22,2023-08-01,20,2023-01,13,7,1,2.7385
UNIT-22,2023-09-01,21,2023-01,13,8,1,2.7336
UNIT-22,2023-10-01,22,2023-01,13,9,1,2.7744
UNIT-22,2023-11-01,23,2023-01,13,10,1,2.7422
UNIT-22,2023-12-01,24,2023-01,13,11,1,2.7499
UNIT-22,2024-01-01,25,2023-01,13,12,1,2.7143
UNIT-22,2024-02-01,26,2023-01,13,13,1,2.7574
UNIT-22,2024-03-01,27,2023-01,13,14,1,2.7481
UNIT-22,2024-04-01,28,2023-01,13,15,1,2.7323
UNIT-22,2024-05-01,29,2023-01,13,16,1,2.7596
UNIT-22,2024-06-01,30,2023-01,13,17,1,2.7966
UNIT-22,2024-07-01,31,2023-01,13,18,1,2.7871
UNIT-22,2024-08-01,32,2023-01,13,19,1,2.8212
UNIT-22,2024-09-01,33,2023-01,13,20,1,2.7337
UNIT-22,2024-10-01,34,2023-01,13,21,1,2.7834
UNIT-22,2024-11-01,35,2023-01,13,22,1,2.8365
UNIT-22,2024-12-01,36,2023-01,13,23,1,2.7614
UNIT-22,2025-01-01,37,2023-01,13,24,1,2.7568
UNIT-22,2025-02-01,38,2023-01,13,25,1,2.7751
UNIT-22,2025-03-01,39,2023-01,13,26,1,2.8136
UNIT-22,2025-04-01,40,2023-01,13,27,1,2.805
UNIT-22,2025-05-01,41,2023-01,13,28,1,2.8489
UNIT-22,2025-06-01,42,2023-01,13,29,1,2.7509
UNIT-22,2025-07-01,43,2023-01,13,30,1,2.7991
UNIT-22,2025-08-01,44,2023-01,13,31,1,2.8193
UNIT-22,2025-09-01,45,2023-01,13,32,1,2.8261
UNIT-22,2025-10-01,46,2023-01,13,33,1,2.787
UNIT-22,2025-11-01,47,2023-01,13,34,1,2.8596
UNIT-22,2025-12-01,48,2023-01,13,35,1,2.8322
UNIT-23,2022-01-01,1,never,0,,0,2.1705
UNIT-23,2022-02-01,2,never,0,,0,2.1198
UNIT-23,2022-03-01,3,never,0,,0,2.1332
UNIT-23,2022-04-01,4,never,0,,0,2.1195
UNIT-23,2022-05-01,5,never,0,,0,2.0948
UNIT-23,2022-06-01,6,never,0,,0,2.1515
UNIT-23,2022-07-01,7,never,0,,0,2.1389
UNIT-23,2022-08-01,8,never,0,,0,2.0883
UNIT-23,2022-09-01,9,never,0,,0,2.1222
UNIT-23,2022-10-01,10,never,0,,0,2.1097
UNIT-23,2022-11-01,11,never,0,,0,2.1695
UNIT-23,2022-12-01,12,never,0,,0,2.124
UNIT-23,2023-01-01,13,never,0,,0,2.168
UNIT-23,2023-02-01,14,never,0,,0,2.1365
UNIT-23,2023-03-01,15,never,0,,0,2.1286
UNIT-23,2023-04-01,16,never,0,,0,2.1535
UNIT-23,2023-05-01,17,never,0,,0,2.1653
UNIT-23,2023-06-01,18,never,0,,0,2.2302
UNIT-23,2023-07-01,19,never,0,,0,2.1327
UNIT-23,2023-08-01,20,never,0,,0,2.1943
UNIT-23,2023-09-01,21,never,0,,0,2.1785
UNIT-23,2023-10-01,22,never,0,,0,2.1547
UNIT-23,2023-11-01,23,never,0,,0,2.1774
UNIT-23,2023-12-01,24,never,0,,0,2.198
UNIT-23,2024-01-01,25,never,0,,0,2.2061
UNIT-23,2024-02-01,26,never,0,,0,2.2
UNIT-23,2024-03-01,27,never,0,,0,2.2042
UNIT-23,2024-04-01,28,never,0,,0,2.173
UNIT-23,2024-05-01,29,never,0,,0,2.1852
UNIT-23,2024-06-01,30,never,0,,0,2.1783
UNIT-23,2024-07-01,31,never,0,,0,2.2152
UNIT-23,2024-08-01,32,never,0,,0,2.2284
UNIT-23,2024-09-01,33,never,0,,0,2.2056
UNIT-23,2024-10-01,34,never,0,,0,2.2474
UNIT-23,2024-11-01,35,never,0,,0,2.2408
UNIT-23,2024-12-01,36,never,0,,0,2.2372
UNIT-23,2025-01-01,37,never,0,,0,2.2265
UNIT-23,2025-02-01,38,never,0,,0,2.2921
UNIT-23,2025-03-01,39,never,0,,0,2.2447
UNIT-23,2025-04-01,40,never,0,,0,2.2143
UNIT-23,2025-05-01,41,never,0,,0,2.2576
UNIT-23,2025-06-01,42,never,0,,0,2.2321
UNIT-23,2025-07-01,43,never,0,,0,2.2313
UNIT-23,2025-08-01,44,never,0,,0,2.2385
UNIT-23,2025-09-01,45,never,0,,0,2.1847
UNIT-23,2025-10-01,46,never,0,,0,2.2377
UNIT-23,2025-11-01,47,never,0,,0,2.3098
UNIT-23,2025-12-01,48,never,0,,0,2.2994
UNIT-24,2022-01-01,1,never,0,,0,2.7005
UNIT-24,2022-02-01,2,never,0,,0,2.6781
UNIT-24,2022-03-01,3,never,0,,0,2.6988
UNIT-24,2022-04-01,4,never,0,,0,2.6423
UNIT-24,2022-05-01,5,never,0,,0,2.7221
UNIT-24,2022-06-01,6,never,0,,0,2.6872
UNIT-24,2022-07-01,7,never,0,,0,2.7542
UNIT-24,2022-08-01,8,never,0,,0,2.674
UNIT-24,2022-09-01,9,never,0,,0,2.7701
UNIT-24,2022-10-01,10,never,0,,0,2.7742
UNIT-24,2022-11-01,11,never,0,,0,2.7622
UNIT-24,2022-12-01,12,never,0,,0,2.6622
UNIT-24,2023-01-01,13,never,0,,0,2.8024
UNIT-24,2023-02-01,14,never,0,,0,2.7582
UNIT-24,2023-03-01,15,never,0,,0,2.7588
UNIT-24,2023-04-01,16,never,0,,0,2.742
UNIT-24,2023-05-01,17,never,0,,0,2.7084
UNIT-24,2023-06-01,18,never,0,,0,2.7607
UNIT-24,2023-07-01,19,never,0,,0,2.7624
UNIT-24,2023-08-01,20,never,0,,0,2.767
UNIT-24,2023-09-01,21,never,0,,0,2.8324
UNIT-24,2023-10-01,22,never,0,,0,2.7375
UNIT-24,2023-11-01,23,never,0,,0,2.7357
UNIT-24,2023-12-01,24,never,0,,0,2.737
UNIT-24,2024-01-01,25,never,0,,0,2.789
UNIT-24,2024-02-01,26,never,0,,0,2.8349
UNIT-24,2024-03-01,27,never,0,,0,2.7857
UNIT-24,2024-04-01,28,never,0,,0,2.7501
UNIT-24,2024-05-01,29,never,0,,0,2.82
UNIT-24,2024-06-01,30,never,0,,0,2.7932
UNIT-24,2024-07-01,31,never,0,,0,2.7728
UNIT-24,2024-08-01,32,never,0,,0,2.7854
UNIT-24,2024-09-01,33,never,0,,0,2.8322
UNIT-24,2024-10-01,34,never,0,,0,2.8545
UNIT-24,2024-11-01,35,never,0,,0,2.7833
UNIT-24,2024-12-01,36,never,0,,0,2.8136
UNIT-24,2025-01-01,37,never,0,,0,2.7971
UNIT-24,2025-02-01,38,never,0,,0,2.8228
UNIT-24,2025-03-01,39,never,0,,0,2.8422
UNIT-24,2025-04-01,40,never,0,,0,2.7816
UNIT-24,2025-05-01,41,never,0,,0,2.838
UNIT-24,2025-06-01,42,never,0,,0,2.8157
UNIT-24,2025-07-01,43,never,0,,0,2.813
UNIT-24,2025-08-01,44,never,0,,0,2.7483
UNIT-24,2025-09-01,45,never,0,,0,2.8129
UNIT-24,2025-10-01,46,never,0,,0,2.8702
UNIT-24,2025-11-01,47,never,0,,0,2.8988
UNIT-24,2025-12-01,48,never,0,,0,2.8411
UNIT-25,2022-01-01,1,2024-01,25,-24,0,2.6727
UNIT-25,2022-02-01,2,2024-01,25,-23,0,2.6653
UNIT-25,2022-03-01,3,2024-01,25,-22,0,2.6683
UNIT-25,2022-04-01,4,2024-01,25,-21,0,2.6689
UNIT-25,2022-05-01,5,2024-01,25,-20,0,2.6267
UNIT-25,2022-06-01,6,2024-01,25,-19,0,2.6506
UNIT-25,2022-07-01,7,2024-01,25,-18,0,2.6701
UNIT-25,2022-08-01,8,2024-01,25,-17,0,2.6815
UNIT-25,2022-09-01,9,2024-01,25,-16,0,2.6842
UNIT-25,2022-10-01,10,2024-01,25,-15,0,2.6992
UNIT-25,2022-11-01,11,2024-01,25,-14,0,2.632
UNIT-25,2022-12-01,12,2024-01,25,-13,0,2.6646
UNIT-25,2023-01-01,13,2024-01,25,-12,0,2.6885
UNIT-25,2023-02-01,14,2024-01,25,-11,0,2.641
UNIT-25,2023-03-01,15,2024-01,25,-10,0,2.6722
UNIT-25,2023-04-01,16,2024-01,25,-9,0,2.7221
UNIT-25,2023-05-01,17,2024-01,25,-8,0,2.6232
UNIT-25,2023-06-01,18,2024-01,25,-7,0,2.7228
UNIT-25,2023-07-01,19,2024-01,25,-6,0,2.6666
UNIT-25,2023-08-01,20,2024-01,25,-5,0,2.6694
UNIT-25,2023-09-01,21,2024-01,25,-4,0,2.7278
UNIT-25,2023-10-01,22,2024-01,25,-3,0,2.774
UNIT-25,2023-11-01,23,2024-01,25,-2,0,2.6827
UNIT-25,2023-12-01,24,2024-01,25,-1,0,2.72
UNIT-25,2024-01-01,25,2024-01,25,0,1,2.755
UNIT-25,2024-02-01,26,2024-01,25,1,1,2.7504
UNIT-25,2024-03-01,27,2024-01,25,2,1,2.7442
UNIT-25,2024-04-01,28,2024-01,25,3,1,2.7919
UNIT-25,2024-05-01,29,2024-01,25,4,1,2.7359
UNIT-25,2024-06-01,30,2024-01,25,5,1,2.8363
UNIT-25,2024-07-01,31,2024-01,25,6,1,2.7952
UNIT-25,2024-08-01,32,2024-01,25,7,1,2.8028
UNIT-25,2024-09-01,33,2024-01,25,8,1,2.7742
UNIT-25,2024-10-01,34,2024-01,25,9,1,2.8226
UNIT-25,2024-11-01,35,2024-01,25,10,1,2.8066
UNIT-25,2024-12-01,36,2024-01,25,11,1,2.88
UNIT-25,2025-01-01,37,2024-01,25,12,1,2.8246
UNIT-25,2025-02-01,38,2024-01,25,13,1,2.8496
UNIT-25,2025-03-01,39,2024-01,25,14,1,2.7878
UNIT-25,2025-04-01,40,2024-01,25,15,1,2.7897
UNIT-25,2025-05-01,41,2024-01,25,16,1,2.839
UNIT-25,2025-06-01,42,2024-01,25,17,1,2.8014
UNIT-25,2025-07-01,43,2024-01,25,18,1,2.8431
UNIT-25,2025-08-01,44,2024-01,25,19,1,2.8093
UNIT-25,2025-09-01,45,2024-01,25,20,1,2.8017
UNIT-25,2025-10-01,46,2024-01,25,21,1,2.9102
UNIT-25,2025-11-01,47,2024-01,25,22,1,2.7892
UNIT-25,2025-12-01,48,2024-01,25,23,1,2.861
UNIT-26,2022-01-01,1,never,0,,0,2.0649
UNIT-26,2022-02-01,2,never,0,,0,2.0705
UNIT-26,2022-03-01,3,never,0,,0,2.0799
UNIT-26,2022-04-01,4,never,0,,0,2.1041
UNIT-26,2022-05-01,5,never,0,,0,2.0497
UNIT-26,2022-06-01,6,never,0,,0,2.041
UNIT-26,2022-07-01,7,never,0,,0,2.1271
UNIT-26,2022-08-01,8,never,0,,0,2.0744
UNIT-26,2022-09-01,9,never,0,,0,2.2093
UNIT-26,2022-10-01,10,never,0,,0,2.1081
UNIT-26,2022-11-01,11,never,0,,0,2.0851
UNIT-26,2022-12-01,12,never,0,,0,2.0775
UNIT-26,2023-01-01,13,never,0,,0,2.149
UNIT-26,2023-02-01,14,never,0,,0,2.1317
UNIT-26,2023-03-01,15,never,0,,0,2.1596
UNIT-26,2023-04-01,16,never,0,,0,2.1295
UNIT-26,2023-05-01,17,never,0,,0,2.15
UNIT-26,2023-06-01,18,never,0,,0,2.1572
UNIT-26,2023-07-01,19,never,0,,0,2.1066
UNIT-26,2023-08-01,20,never,0,,0,2.152
UNIT-26,2023-09-01,21,never,0,,0,2.1719
UNIT-26,2023-10-01,22,never,0,,0,2.1535
UNIT-26,2023-11-01,23,never,0,,0,2.1559
UNIT-26,2023-12-01,24,never,0,,0,2.1153
UNIT-26,2024-01-01,25,never,0,,0,2.1396
UNIT-26,2024-02-01,26,never,0,,0,2.1737
UNIT-26,2024-03-01,27,never,0,,0,2.1317
UNIT-26,2024-04-01,28,never,0,,0,2.134
UNIT-26,2024-05-01,29,never,0,,0,2.1535
UNIT-26,2024-06-01,30,never,0,,0,2.1492
UNIT-26,2024-07-01,31,never,0,,0,2.1246
UNIT-26,2024-08-01,32,never,0,,0,2.143
UNIT-26,2024-09-01,33,never,0,,0,2.1809
UNIT-26,2024-10-01,34,never,0,,0,2.2122
UNIT-26,2024-11-01,35,never,0,,0,2.2118
UNIT-26,2024-12-01,36,never,0,,0,2.1725
UNIT-26,2025-01-01,37,never,0,,0,2.24
UNIT-26,2025-02-01,38,never,0,,0,2.1732
UNIT-26,2025-03-01,39,never,0,,0,2.2209
UNIT-26,2025-04-01,40,never,0,,0,2.0716
UNIT-26,2025-05-01,41,never,0,,0,2.2121
UNIT-26,2025-06-01,42,never,0,,0,2.1798
UNIT-26,2025-07-01,43,never,0,,0,2.1813
UNIT-26,2025-08-01,44,never,0,,0,2.2323
UNIT-26,2025-09-01,45,never,0,,0,2.2296
UNIT-26,2025-10-01,46,never,0,,0,2.2162
UNIT-26,2025-11-01,47,never,0,,0,2.2142
UNIT-26,2025-12-01,48,never,0,,0,2.1985
UNIT-27,2022-01-01,1,2024-01,25,-24,0,2.1763
UNIT-27,2022-02-01,2,2024-01,25,-23,0,2.1611
UNIT-27,2022-03-01,3,2024-01,25,-22,0,2.2062
UNIT-27,2022-04-01,4,2024-01,25,-21,0,2.2808
UNIT-27,2022-05-01,5,2024-01,25,-20,0,2.2703
UNIT-27,2022-06-01,6,2024-01,25,-19,0,2.2885
UNIT-27,2022-07-01,7,2024-01,25,-18,0,2.2322
UNIT-27,2022-08-01,8,2024-01,25,-17,0,2.1679
UNIT-27,2022-09-01,9,2024-01,25,-16,0,2.3264
UNIT-27,2022-10-01,10,2024-01,25,-15,0,2.2571
UNIT-27,2022-11-01,11,2024-01,25,-14,0,2.2831
UNIT-27,2022-12-01,12,2024-01,25,-13,0,2.2389
UNIT-27,2023-01-01,13,2024-01,25,-12,0,2.2519
UNIT-27,2023-02-01,14,2024-01,25,-11,0,2.2807
UNIT-27,2023-03-01,15,2024-01,25,-10,0,2.264
UNIT-27,2023-04-01,16,2024-01,25,-9,0,2.2733
UNIT-27,2023-05-01,17,2024-01,25,-8,0,2.282
UNIT-27,2023-06-01,18,2024-01,25,-7,0,2.2329
UNIT-27,2023-07-01,19,2024-01,25,-6,0,2.3139
UNIT-27,2023-08-01,20,2024-01,25,-5,0,2.3681
UNIT-27,2023-09-01,21,2024-01,25,-4,0,2.2696
UNIT-27,2023-10-01,22,2024-01,25,-3,0,2.3251
UNIT-27,2023-11-01,23,2024-01,25,-2,0,2.2757
UNIT-27,2023-12-01,24,2024-01,25,-1,0,2.2752
UNIT-27,2024-01-01,25,2024-01,25,0,1,2.2912
UNIT-27,2024-02-01,26,2024-01,25,1,1,2.2763
UNIT-27,2024-03-01,27,2024-01,25,2,1,2.3524
UNIT-27,2024-04-01,28,2024-01,25,3,1,2.3338
UNIT-27,2024-05-01,29,2024-01,25,4,1,2.3742
UNIT-27,2024-06-01,30,2024-01,25,5,1,2.314
UNIT-27,2024-07-01,31,2024-01,25,6,1,2.3893
UNIT-27,2024-08-01,32,2024-01,25,7,1,2.43
UNIT-27,2024-09-01,33,2024-01,25,8,1,2.4023
UNIT-27,2024-10-01,34,2024-01,25,9,1,2.4149
UNIT-27,2024-11-01,35,2024-01,25,10,1,2.3365
UNIT-27,2024-12-01,36,2024-01,25,11,1,2.3792
UNIT-27,2025-01-01,37,2024-01,25,12,1,2.3174
UNIT-27,2025-02-01,38,2024-01,25,13,1,2.3905
UNIT-27,2025-03-01,39,2024-01,25,14,1,2.4344
UNIT-27,2025-04-01,40,2024-01,25,15,1,2.4878
UNIT-27,2025-05-01,41,2024-01,25,16,1,2.4119
UNIT-27,2025-06-01,42,2024-01,25,17,1,2.418
UNIT-27,2025-07-01,43,2024-01,25,18,1,2.4447
UNIT-27,2025-08-01,44,2024-01,25,19,1,2.4055
UNIT-27,2025-09-01,45,2024-01,25,20,1,2.4266
UNIT-27,2025-10-01,46,2024-01,25,21,1,2.4279
UNIT-27,2025-11-01,47,2024-01,25,22,1,2.4733
UNIT-27,2025-12-01,48,2024-01,25,23,1,2.4108
UNIT-28,2022-01-01,1,never,0,,0,2.2672
UNIT-28,2022-02-01,2,never,0,,0,2.2453
UNIT-28,2022-03-01,3,never,0,,0,2.2175
UNIT-28,2022-04-01,4,never,0,,0,2.2438
UNIT-28,2022-05-01,5,never,0,,0,2.3198
UNIT-28,2022-06-01,6,never,0,,0,2.2422
UNIT-28,2022-07-01,7,never,0,,0,2.2895
UNIT-28,2022-08-01,8,never,0,,0,2.3052
UNIT-28,2022-09-01,9,never,0,,0,2.3453
UNIT-28,2022-10-01,10,never,0,,0,2.2905
UNIT-28,2022-11-01,11,never,0,,0,2.2733
UNIT-28,2022-12-01,12,never,0,,0,2.2837
UNIT-28,2023-01-01,13,never,0,,0,2.2888
UNIT-28,2023-02-01,14,never,0,,0,2.3082
UNIT-28,2023-03-01,15,never,0,,0,2.3056
UNIT-28,2023-04-01,16,never,0,,0,2.2751
UNIT-28,2023-05-01,17,never,0,,0,2.2943
UNIT-28,2023-06-01,18,never,0,,0,2.3638
UNIT-28,2023-07-01,19,never,0,,0,2.3834
UNIT-28,2023-08-01,20,never,0,,0,2.3383
UNIT-28,2023-09-01,21,never,0,,0,2.3581
UNIT-28,2023-10-01,22,never,0,,0,2.3254
UNIT-28,2023-11-01,23,never,0,,0,2.3626
UNIT-28,2023-12-01,24,never,0,,0,2.3157
UNIT-28,2024-01-01,25,never,0,,0,2.3334
UNIT-28,2024-02-01,26,never,0,,0,2.3568
UNIT-28,2024-03-01,27,never,0,,0,2.4055
UNIT-28,2024-04-01,28,never,0,,0,2.394
UNIT-28,2024-05-01,29,never,0,,0,2.3647
UNIT-28,2024-06-01,30,never,0,,0,2.3655
UNIT-28,2024-07-01,31,never,0,,0,2.4054
UNIT-28,2024-08-01,32,never,0,,0,2.3369
UNIT-28,2024-09-01,33,never,0,,0,2.3783
UNIT-28,2024-10-01,34,never,0,,0,2.3662
UNIT-28,2024-11-01,35,never,0,,0,2.3606
UNIT-28,2024-12-01,36,never,0,,0,2.3632
