muni_id,population,running,eligible,invest_per_capita_usd,region_type,share_under15_pct
KEN-M884,42655.0,-7345.0,0,421.9,rural,40.1
KEN-M885,31197.0,-18803.0,0,273.7,rural,40.7
KEN-M886,68962.0,18962.0,1,583.2,rural,45.6
KEN-M887,39370.0,-10630.0,0,359.7,secondary,37.6
KEN-M888,63311.0,13311.0,1,500.9,secondary,38.4
KEN-M889,88379.0,38379.0,1,689.9,secondary,42.4
KEN-M890,26419.0,-23581.0,0,280.9,secondary,39.3
KEN-M891,31346.0,-18654.0,0,173.2,rural,41.0
KEN-M892,63321.0,13321.0,1,636.6,rural,43.5
KEN-M893,54728.0,4728.0,1,516.8,rural,36.2
KEN-M894,64834.0,14834.0,1,589.8,metropolitan,37.3
KEN-M895,33824.0,-16176.0,0,345.0,rural,43.3
KEN-M896,73174.0,23174.0,1,526.0,rural,44.6
KEN-M897,65951.0,15951.0,1,603.8,metropolitan,43.8
KEN-M898,32319.0,-17681.0,0,312.8,rural,42.9
KEN-M899,42359.0,-7641.0,0,394.2,secondary,43.9
KEN-M900,60185.0,10185.0,1,488.4,rural,37.5
