biz_id,city,pre_sales_index,floor_area_m2,dist_road_m,frontage_m,years_open,program,post_sales_index
KHM-B0695,Phnom Penh,96.0,37.5,895.0,5.0,27,0,101.0
KHM-B0696,Phnom Penh,89.5,18.7,529.0,6.0,19,0,96.9
KHM-B0697,Phnom Penh,71.8,31.8,201.0,4.3,25,0,77.3
KHM-B0698,Phnom Penh,140.1,50.8,494.0,5.8,20,1,139.7
KHM-B0699,Phnom Penh,87.6,66.1,518.0,10.4,3,0,100.1
KHM-B0700,Phnom Penh,104.9,32.0,62.0,7.4,30,0,106.3
KHM-B0701,Phnom Penh,63.6,20.2,228.0,3.7,9,0,69.6
KHM-B0702,Phnom Penh,88.7,28.1,398.0,7.3,25,0,97.1
KHM-B0703,Phnom Penh,110.0,11.6,294.0,7.7,29,1,116.6
KHM-B0704,Phnom Penh,108.3,15.0,408.0,5.4,17,1,110.5
KHM-B0705,Phnom Penh,137.0,31.9,78.0,6.3,13,1,137.2
KHM-B0706,Phnom Penh,106.5,11.6,546.0,3.9,12,0,119.2
KHM-B0707,Phnom Penh,98.0,68.0,720.0,3.7,2,0,106.7
KHM-B0708,Phnom Penh,112.4,72.9,387.0,3.5,24,1,114.7
KHM-B0709,Phnom Penh,84.7,57.0,535.0,3.9,13,0,92.3
KHM-B0710,Phnom Penh,85.7,46.8,996.0,6.0,22,0,93.4
KHM-B0711,Phnom Penh,111.0,37.7,509.0,4.8,19,0,109.9
KHM-B0712,Phnom Penh,95.8,42.9,155.0,6.0,1,0,103.5
KHM-B0713,Phnom Penh,112.8,14.2,73.0,4.6,29,0,111.0
KHM-B0714,Phnom Penh,70.3,50.7,568.0,2.0,22,0,90.6
KHM-B0715,Phnom Penh,106.2,30.3,447.0,3.8,16,1,115.0
KHM-B0716,Phnom Penh,101.6,40.1,96.0,6.2,8,1,113.6
KHM-B0717,Phnom Penh,101.3,28.7,242.0,6.2,23,0,114.3
KHM-B0718,Phnom Penh,60.4,22.2,111.0,6.0,4,0,78.6
KHM-B0719,Phnom Penh,92.1,23.3,453.0,4.4,27,0,93.2
KHM-B0720,Phnom Penh,112.6,10.0,1449.0,3.9,3,0,105.7
KHM-B0721,Phnom Penh,99.1,18.2,297.0,6.8,11,0,107.1
KHM-B0722,Phnom Penh,133.0,29.8,396.0,6.2,20,0,129.5
KHM-B0723,Phnom Penh,67.2,88.0,173.0,4.2,9,0,67.7
KHM-B0724,Phnom Penh,98.5,43.2,578.0,4.6,21,0,100.2
KHM-B0725,Phnom Penh,98.5,77.0,449.0,7.1,23,0,99.5
KHM-B0726,Phnom Penh,122.0,87.4,290.0,5.4,10,0,121.3
KHM-B0727,Phnom Penh,117.0,21.8,425.0,5.3,27,1,123.6
KHM-B0728,Phnom Penh,116.5,45.1,281.0,6.9,13,0,111.6
KHM-B0729,Phnom Penh,114.9,28.1,420.0,4.1,13,1,121.6
KHM-B0730,Phnom Penh,131.1,33.8,980.0,9.1,27,0,125.4
KHM-B0731,Phnom Penh,105.0,17.1,909.0,8.4,27,1,122.4
KHM-B0732,Phnom Penh,126.0,47.3,321.0,6.7,20,0,131.9
KHM-B0733,Phnom Penh,103.7,38.0,582.0,6.8,19,0,99.4
KHM-B0734,Phnom Penh,95.0,45.8,556.0,6.8,1,0,95.8
KHM-B0735,Phnom Penh,82.1,33.3,331.0,6.7,23,0,93.8
KHM-B0736,Phnom Penh,99.2,40.3,298.0,4.9,7,0,94.7
KHM-B0737,Phnom Penh,102.9,35.7,676.0,3.2,20,0,107.3
KHM-B0738,Phnom Penh,114.7,16.7,728.0,6.3,25,0,115.8
KHM-B0739,Phnom Penh,80.1,53.4,320.0,5.1,11,0,84.9
KHM-B0740,Phnom Penh,80.2,91.9,600.0,6.0,15,1,101.5
KHM-B0741,Phnom Penh,86.8,29.4,683.0,8.3,28,0,97.9
KHM-B0742,Phnom Penh,43.0,42.8,1424.0,7.4,9,0,57.3
KHM-B0743,Phnom Penh,80.4,27.5,350.0,4.1,6,0,79.9
KHM-B0744,Phnom Penh,106.4,29.9,386.0,7.0,27,1,121.8
KHM-B0745,Phnom Penh,92.4,41.1,170.0,10.7,14,0,106.0
KHM-B0746,Phnom Penh,97.1,35.3,584.0,6.1,6,0,105.0
KHM-B0747,Phnom Penh,104.2,13.7,161.0,4.2,4,0,106.5
KHM-B0748,Phnom Penh,59.3,17.7,631.0,7.6,23,0,73.8
KHM-B0749,Phnom Penh,109.1,10.0,1194.0,2.0,1,0,103.7
KHM-B0750,Phnom Penh,99.0,20.0,564.0,3.6,19,0,102.7
KHM-B0751,Phnom Penh,112.0,19.9,242.0,6.7,19,0,106.6
KHM-B0752,Phnom Penh,121.8,16.8,374.0,6.7,15,0,119.6
KHM-B0753,Phnom Penh,91.1,61.5,185.0,5.1,19,0,99.0
KHM-B0754,Phnom Penh,96.0,20.5,338.0,6.5,23,0,107.1
KHM-B0755,Phnom Penh,112.6,32.8,886.0,7.8,9,1,115.9
KHM-B0756,Phnom Penh,78.9,52.1,455.0,7.4,18,1,97.6
KHM-B0757,Phnom Penh,77.1,36.5,115.0,7.3,13,0,83.2
KHM-B0758,Phnom Penh,162.6,54.8,314.0,2.0,2,1,157.3
KHM-B0759,Phnom Penh,111.0,43.5,437.0,3.4,8,1,119.4
KHM-B0760,Phnom Penh,110.5,26.4,513.0,7.3,26,0,116.6
KHM-B0761,Phnom Penh,104.3,43.2,493.0,3.6,15,1,113.5
KHM-B0762,Phnom Penh,81.1,38.3,43.0,10.1,23,0,86.3
KHM-B0763,Phnom Penh,118.8,35.4,105.0,5.2,5,0,111.8
KHM-B0764,Phnom Penh,87.5,36.9,925.0,5.8,26,0,96.6
KHM-B0765,Phnom Penh,89.6,16.6,249.0,5.2,20,0,99.7
KHM-B0766,Phnom Penh,100.6,21.0,251.0,5.0,14,0,93.2
KHM-B0767,Phnom Penh,109.9,29.5,268.0,5.1,5,0,109.2
KHM-B0768,Phnom Penh,111.5,87.3,241.0,6.3,6,0,104.1
KHM-B0769,Phnom Penh,87.5,39.5,306.0,6.5,18,0,103.7
KHM-B0770,Phnom Penh,94.0,22.2,312.0,7.0,14,1,109.2
KHM-B0771,Phnom Penh,129.8,28.6,281.0,9.3,1,1,127.9
KHM-B0772,Phnom Penh,67.3,14.9,675.0,3.6,8,0,62.2
KHM-B0773,Phnom Penh,88.1,19.5,604.0,6.3,5,0,96.6
KHM-B0774,Phnom Penh,79.5,41.7,536.0,3.8,16,0,88.1
KHM-B0775,Phnom Penh,114.3,55.5,686.0,5.8,15,1,121.8
KHM-B0776,Phnom Penh,81.0,58.5,119.0,6.7,20,1,101.5
KHM-B0777,Phnom Penh,83.1,15.0,622.0,4.2,27,0,84.9
KHM-B0778,Phnom Penh,113.5,17.9,685.0,8.7,1,0,114.3
KHM-B0779,Phnom Penh,95.7,40.0,446.0,7.2,22,0,95.3
KHM-B0780,Phnom Penh,132.8,36.2,1049.0,3.1,22,1,130.6
KHM-B0781,Phnom Penh,160.1,46.1,1004.0,6.7,6,1,160.6
KHM-B0782,Phnom Penh,102.5,27.0,1317.0,9.8,8,1,108.6
KHM-B0783,Phnom Penh,105.5,10.0,456.0,2.5,7,0,92.5
KHM-B0784,Phnom Penh,144.0,34.3,150.0,3.5,22,1,136.9
KHM-B0785,Phnom Penh,108.2,60.6,973.0,4.7,22,0,108.3
KHM-B0786,Phnom Penh,118.5,34.1,1168.0,2.0,5,0,113.6
KHM-B0787,Phnom Penh,90.8,36.4,709.0,8.3,29,0,95.5
KHM-B0788,Phnom Penh,98.7,38.8,1014.0,8.5,2,1,103.4
KHM-B0789,Phnom Penh,115.2,18.4,356.0,6.3,26,0,103.2
KHM-B0790,Phnom Penh,98.2,20.8,525.0,5.2,24,1,98.3
KHM-B0791,Phnom Penh,84.4,26.2,378.0,2.0,4,0,94.4
KHM-B0792,Phnom Penh,132.6,26.2,848.0,6.0,17,0,123.3
KHM-B0793,Phnom Penh,85.0,64.5,343.0,4.6,25,0,83.1
KHM-B0794,Phnom Penh,74.9,22.2,926.0,7.5,18,0,85.9
KHM-B0795,Phnom Penh,123.3,26.3,439.0,6.4,18,1,124.2
KHM-B0796,Phnom Penh,115.9,45.6,353.0,4.0,30,0,106.4
KHM-B0797,Phnom Penh,94.3,31.1,522.0,8.2,1,1,102.1
KHM-B0798,Phnom Penh,96.0,23.9,170.0,8.0,27,0,108.2
KHM-B0799,Phnom Penh,146.5,25.1,170.0,7.4,13,0,148.8
KHM-B0800,Phnom Penh,102.5,103.9,1028.0,4.8,2,1,113.5
